Date,year,month,day,Province,Country,Location,Confirmed_no,Lat,Long
2020-02-09,2020,2,9,"Boston, MA",US,Other,1,42.3601,-71.0589
2020-02-10,2020,2,10,"Boston, MA",US,Other,1,42.3601,-71.0589
2020-01-21,2020,1,21,"San Benito, CA",US,Other,0,36.5761,-120.9876
2020-01-22,2020,1,22,"San Benito, CA",US,Other,0,36.5761,-120.9876
2020-01-23,2020,1,23,"San Benito, CA",US,Other,0,36.5761,-120.9876
2020-01-24,2020,1,24,"San Benito, CA",US,Other,0,36.5761,-120.9876
2020-01-25,2020,1,25,"San Benito, CA",US,Other,0,36.5761,-120.9876
2020-01-26,2020,1,26,"San Benito, CA",US,Other,0,36.5761,-120.9876
2020-01-27,2020,1,27,"San Benito, CA",US,Other,0,36.5761,-120.9876
2020-01-28,2020,1,28,"San Benito, CA",US,Other,0,36.5761,-120.9876
2020-01-29,2020,1,29,"San Benito, CA",US,Other,0,36.5761,-120.9876
2020-01-30,2020,1,30,"San Benito, CA",US,Other,0,36.5761,-120.9876
2020-01-31,2020,1,31,"San Benito, CA",US,Other,0,36.5761,-120.9876
2020-02-01,2020,2,1,"San Benito, CA",US,Other,0,36.5761,-120.9876
2020-02-02,2020,2,2,"San Benito, CA",US,Other,0,36.5761,-120.9876
2020-02-03,2020,2,3,"San Benito, CA",US,Other,2,36.5761,-120.9876
2020-02-04,2020,2,4,"San Benito, CA",US,Other,2,36.5761,-120.9876
2020-02-05,2020,2,5,"San Benito, CA",US,Other,2,36.5761,-120.9876
2020-02-06,2020,2,6,"San Benito, CA",US,Other,2,36.5761,-120.9876
2020-02-07,2020,2,7,"San Benito, CA",US,Other,2,36.5761,-120.9876
2020-02-08,2020,2,8,"San Benito, CA",US,Other,2,36.5761,-120.9876
2020-02-09,2020,2,9,"San Benito, CA",US,Other,2,36.5761,-120.9876
2020-02-10,2020,2,10,"San Benito, CA",US,Other,2,36.5761,-120.9876
2020-01-21,2020,1,21,NA,Belgium,Other,0,50.5039,4.4699
2020-01-22,2020,1,22,NA,Belgium,Other,0,50.5039,4.4699
2020-01-23,2020,1,23,NA,Belgium,Other,0,50.5039,4.4699
2020-01-24,2020,1,24,NA,Belgium,Other,0,50.5039,4.4699
2020-01-25,2020,1,25,NA,Belgium,Other,0,50.5039,4.4699
2020-01-26,2020,1,26,NA,Belgium,Other,0,50.5039,4.4699
2020-01-27,2020,1,27,NA,Belgium,Other,0,50.5039,4.4699
2020-01-28,2020,1,28,NA,Belgium,Other,0,50.5039,4.4699
2020-01-29,2020,1,29,NA,Belgium,Other,0,50.5039,4.4699
2020-01-30,2020,1,30,NA,Belgium,Other,0,50.5039,4.4699
2020-01-31,2020,1,31,NA,Belgium,Other,0,50.5039,4.4699
2020-02-01,2020,2,1,NA,Belgium,Other,0,50.5039,4.4699
2020-02-02,2020,2,2,NA,Belgium,Other,0,50.5039,4.4699
2020-02-03,2020,2,3,NA,Belgium,Other,0,50.5039,4.4699
2020-02-04,2020,2,4,NA,Belgium,Other,1,50.5039,4.4699
2020-02-05,2020,2,5,NA,Belgium,Other,1,50.5039,4.4699
2020-02-06,2020,2,6,NA,Belgium,Other,1,50.5039,4.4699
2020-02-07,2020,2,7,NA,Belgium,Other,1,50.5039,4.4699
2020-02-08,2020,2,8,NA,Belgium,Other,1,50.5039,4.4699
2020-02-09,2020,2,9,NA,Belgium,Other,1,50.5039,4.4699
2020-02-10,2020,2,10,NA,Belgium,Other,1,50.5039,4.4699
2020-01-21,2020,1,21,"Madison, WI",US,Other,0,43.0731,-89.4012
2020-01-22,2020,1,22,"Madison, WI",US,Other,0,43.0731,-89.4012
2020-01-23,2020,1,23,"Madison, WI",US,Other,0,43.0731,-89.4012
2020-01-24,2020,1,24,"Madison, WI",US,Other,0,43.0731,-89.4012
2020-01-25,2020,1,25,"Madison, WI",US,Other,0,43.0731,-89.4012
2020-01-26,2020,1,26,"Madison, WI",US,Other,0,43.0731,-89.4012
2020-01-27,2020,1,27,"Madison, WI",US,Other,0,43.0731,-89.4012
2020-01-28,2020,1,28,"Madison, WI",US,Other,0,43.0731,-89.4012
2020-01-29,2020,1,29,"Madison, WI",US,Other,0,43.0731,-89.4012
2020-01-30,2020,1,30,"Madison, WI",US,Other,0,43.0731,-89.4012
2020-01-31,2020,1,31,"Madison, WI",US,Other,0,43.0731,-89.4012
2020-02-01,2020,2,1,"Madison, WI",US,Other,0,43.0731,-89.4012
2020-02-02,2020,2,2,"Madison, WI",US,Other,0,43.0731,-89.4012
2020-02-03,2020,2,3,"Madison, WI",US,Other,0,43.0731,-89.4012
2020-02-04,2020,2,4,"Madison, WI",US,Other,0,43.0731,-89.4012
2020-02-05,2020,2,5,"Madison, WI",US,Other,1,43.0731,-89.4012
2020-02-06,2020,2,6,"Madison, WI",US,Other,1,43.0731,-89.4012
2020-02-07,2020,2,7,"Madison, WI",US,Other,1,43.0731,-89.4012
2020-02-08,2020,2,8,"Madison, WI",US,Other,1,43.0731,-89.4012
2020-02-09,2020,2,9,"Madison, WI",US,Other,1,43.0731,-89.4012
2020-02-10,2020,2,10,"Madison, WI",US,Other,1,43.0731,-89.4012
2020-01-21,2020,1,21,Cruise Ship,Others,Other,0,35.4437,129.638
2020-01-22,2020,1,22,Cruise Ship,Others,Other,0,35.4437,129.638
2020-01-23,2020,1,23,Cruise Ship,Others,Other,0,35.4437,129.638
2020-01-24,2020,1,24,Cruise Ship,Others,Other,0,35.4437,129.638
2020-01-25,2020,1,25,Cruise Ship,Others,Other,0,35.4437,129.638
2020-01-26,2020,1,26,Cruise Ship,Others,Other,0,35.4437,129.638
2020-01-27,2020,1,27,Cruise Ship,Others,Other,0,35.4437,129.638
2020-01-28,2020,1,28,Cruise Ship,Others,Other,0,35.4437,129.638
2020-01-29,2020,1,29,Cruise Ship,Others,Other,0,35.4437,129.638
2020-01-30,2020,1,30,Cruise Ship,Others,Other,0,35.4437,129.638
2020-01-31,2020,1,31,Cruise Ship,Others,Other,0,35.4437,129.638
2020-02-01,2020,2,1,Cruise Ship,Others,Other,0,35.4437,129.638
2020-02-02,2020,2,2,Cruise Ship,Others,Other,0,35.4437,129.638
2020-02-03,2020,2,3,Cruise Ship,Others,Other,0,35.4437,129.638
2020-02-04,2020,2,4,Cruise Ship,Others,Other,0,35.4437,129.638
2020-02-05,2020,2,5,Cruise Ship,Others,Other,0,35.4437,129.638
2020-02-06,2020,2,6,Cruise Ship,Others,Other,0,35.4437,129.638
2020-02-07,2020,2,7,Cruise Ship,Others,Other,61,35.4437,129.638
2020-02-08,2020,2,8,Cruise Ship,Others,Other,61,35.4437,129.638
2020-02-09,2020,2,9,Cruise Ship,Others,Other,64,35.4437,129.638
2020-02-10,2020,2,10,Cruise Ship,Others,Other,135,35.4437,129.638
